Branch Name,PIPCode,Branch Order No.,Completed Date,Supplier,Order Qty,Deliver Qty,Req Qty,Short Qty
Ahoghill,9504259,2846,14/10/2025 13:29,Testers Perfume,0,0,1,1
Ahoghill,8838732,2846,14/10/2025 13:29,Testers Perfume,0,0,1,1
Ahoghill,8832099,2849,16/10/2025 09:58,Testers Perfume,1,1,1,0
Ahoghill,9923616,2849,16/10/2025 09:58,Testers Perfume,1,1,1,0
Ahoghill,8793374,2846,14/10/2025 13:29,Testers Perfume,0,0,1,1
Ahoghill,8838732,2849,16/10/2025 09:58,Testers Perfume,0,0,1,1
Ahoghill,9504259,2849,16/10/2025 09:58,Testers Perfume,0,0,1,1
Ahoghill,9923632,2849,16/10/2025 09:58,Testers Perfume,1,1,1,0
Ahoghill,8793374,2849,16/10/2025 09:58,Testers Perfume,0,0,1,1
Ahoghill,9513243,2847,16/10/2025 09:58,Warehouse,0,0,10,10
Ahoghill,9578642,2847,16/10/2025 09:58,Warehouse,1,1,1,0
Ahoghill,3090206,2847,16/10/2025 09:58,Warehouse,2,2,2,0
Ahoghill,3224011,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,3565652,2847,16/10/2025 09:58,Warehouse,3,3,3,0
Ahoghill,9509787,2847,16/10/2025 09:58,Warehouse,0,0,2,2
Ahoghill,3353620,2847,16/10/2025 09:58,Warehouse,0,0,3,3
Ahoghill,9498635,2847,16/10/2025 09:58,Warehouse,9,9,9,0
Ahoghill,378224,2847,16/10/2025 09:58,Warehouse,3,3,3,0
Ahoghill,3090180,2847,16/10/2025 09:58,Warehouse,2,2,2,0
Ahoghill,9605056,2847,16/10/2025 09:58,Warehouse,12,12,12,0
Ahoghill,9520974,2847,16/10/2025 09:58,Warehouse,10,10,10,0
Ahoghill,205658,2847,16/10/2025 09:58,Warehouse,0,0,3,3
Ahoghill,9408600,2847,16/10/2025 09:58,Warehouse,3,3,3,0
Ahoghill,9556754,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,3090198,2847,16/10/2025 09:58,Warehouse,2,2,2,0
Ahoghill,2575041,2847,16/10/2025 09:58,Warehouse,3,3,3,0
Ahoghill,2816742,2847,16/10/2025 09:58,Warehouse,3,3,3,0
Ahoghill,2533511,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,9546755,2847,16/10/2025 09:58,Warehouse,10,10,10,0
Ahoghill,109207,2847,16/10/2025 09:58,Warehouse,3,3,3,0
Ahoghill,2082642,2847,16/10/2025 09:58,Warehouse,1,1,1,0
Ahoghill,3008448,2847,16/10/2025 09:58,Warehouse,12,12,12,0
Ahoghill,2911410,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,2971018,2847,16/10/2025 09:58,Warehouse,0,0,3,3
Ahoghill,178178,2847,16/10/2025 09:58,Warehouse,0,0,4,4
Ahoghill,1020148,2847,16/10/2025 09:58,Warehouse,1,1,1,0
Ahoghill,3659810,2847,16/10/2025 09:58,Warehouse,2,2,2,0
Ahoghill,9528159,2847,16/10/2025 09:58,Warehouse,3,3,3,0
Ahoghill,9402934,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,405803,2847,16/10/2025 09:58,Warehouse,2,2,2,0
Ahoghill,9407990,2847,16/10/2025 09:58,Warehouse,0,0,6,6
Ahoghill,3377348,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,9413626,2847,16/10/2025 09:58,Warehouse,10,10,10,0
Ahoghill,2847697,2847,16/10/2025 09:58,Warehouse,0,0,12,12
Ahoghill,2992048,2847,16/10/2025 09:58,Warehouse,0,0,3,3
Ahoghill,3871431,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,948083,2847,16/10/2025 09:58,Warehouse,0,0,3,3
Ahoghill,2132074,2847,16/10/2025 09:58,Warehouse,0,0,6,6
Ahoghill,2852283,2847,16/10/2025 09:58,Warehouse,0,0,6,6
Ahoghill,3876570,2847,16/10/2025 09:58,Warehouse,2,2,2,0
Ahoghill,3567302,2847,16/10/2025 09:58,Warehouse,0,0,3,3
Ahoghill,253104,2847,16/10/2025 09:58,Warehouse,0,0,6,6
Ahoghill,1056910,2847,16/10/2025 09:58,Warehouse,0,0,6,6
Ahoghill,3287273,2847,16/10/2025 09:58,Warehouse,0,0,6,6
Ahoghill,2594448,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,349175,2847,16/10/2025 09:58,Warehouse,3,3,3,0
Ahoghill,2129724,2847,16/10/2025 09:58,Warehouse,3,3,3,0
Ahoghill,9965633,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,4266102,2847,16/10/2025 09:58,Warehouse,0,0,3,3
Ahoghill,2531119,2847,16/10/2025 09:58,Warehouse,3,3,3,0
Ahoghill,4150488,2847,16/10/2025 09:58,Warehouse,0,0,6,6
Ahoghill,8704264,2847,16/10/2025 09:58,Warehouse,4,4,4,0
Ahoghill,2490514,2847,16/10/2025 09:58,Warehouse,3,3,3,0
Ahoghill,299305,2847,16/10/2025 09:58,Warehouse,0,0,6,6
Ahoghill,2648681,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,8716151,2847,16/10/2025 09:58,Warehouse,0,0,6,6
Ahoghill,2320489,2847,16/10/2025 09:58,Warehouse,0,0,2,2
Ahoghill,3570603,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,150953,2847,16/10/2025 09:58,Warehouse,0,0,6,6
Ahoghill,8787723,2847,16/10/2025 09:58,Warehouse,15,15,15,0
Ahoghill,3267770,2847,16/10/2025 09:58,Warehouse,3,3,3,0
Ahoghill,3388519,2847,16/10/2025 09:58,Warehouse,0,0,1,1
Ahoghill,2911428,2847,16/10/2025 09:58,Warehouse,3,3,3,0
Ahoghill,8799025,2847,16/10/2025 09:58,Warehouse,3,3,3,0
Ahoghill,9648676,2847,16/10/2025 09:58,Warehouse,2,2,2,0
Ahoghill,3882933,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,9705484,2847,16/10/2025 09:58,Warehouse,9,9,9,0
Ahoghill,8825226,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,2462422,2847,16/10/2025 09:58,Warehouse,0,0,2,2
Ahoghill,9741059,2847,16/10/2025 09:58,Warehouse,3,3,3,0
Ahoghill,4266177,2847,16/10/2025 09:58,Warehouse,0,0,3,3
Ahoghill,8844821,2847,16/10/2025 09:58,Warehouse,0,0,1,1
Ahoghill,3856952,2847,16/10/2025 09:58,Warehouse,3,3,3,0
Ahoghill,4198610,2847,16/10/2025 09:58,Warehouse,2,2,2,0
Ahoghill,9829672,2847,16/10/2025 09:58,Warehouse,0,0,3,3
Ahoghill,8845745,2847,16/10/2025 09:58,Warehouse,1,1,1,0
Ahoghill,9829664,2847,16/10/2025 09:58,Warehouse,0,0,3,3
Ahoghill,9787045,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,9870486,2847,16/10/2025 09:58,Warehouse,10,10,10,0
Ahoghill,9522830,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,9876715,2847,16/10/2025 09:58,Warehouse,2,2,3,1
Ahoghill,2846442,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,9875212,2847,16/10/2025 09:58,Warehouse,1,1,1,0
Ahoghill,9436502,2847,16/10/2025 09:58,Warehouse,12,12,12,0
Ahoghill,9881426,2847,16/10/2025 09:58,Warehouse,2,2,2,0
Ahoghill,3742616,2847,16/10/2025 09:58,Warehouse,2,2,2,0
Ahoghill,9998964,2847,16/10/2025 09:58,Warehouse,0,0,10,10
Ahoghill,9513243,2852,21/10/2025 10:10,Warehouse,0,0,10,10
Ahoghill,9887324,2847,16/10/2025 09:58,Warehouse,2,2,2,0
Ahoghill,1073758,2847,16/10/2025 09:58,Warehouse,5,5,5,0
Ahoghill,8716169,2847,16/10/2025 09:58,Warehouse,0,0,6,6
Ahoghill,9508128,2852,21/10/2025 10:10,Warehouse,1,1,1,0
Ahoghill,3874856,2847,16/10/2025 09:58,Warehouse,1,1,1,0
Ahoghill,9873829,2847,16/10/2025 09:58,Warehouse,1,1,1,0
Ahoghill,8758021,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,3497195,2852,21/10/2025 10:10,Warehouse,1,1,1,0
Ahoghill,9909334,2847,16/10/2025 09:58,Warehouse,0,0,4,4
Ahoghill,9916081,2847,16/10/2025 09:58,Warehouse,0,0,12,12
Ahoghill,8780124,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,76927,2852,21/10/2025 10:10,Warehouse,9,9,9,0
Ahoghill,4107660,2847,16/10/2025 09:58,Warehouse,3,3,3,0
Ahoghill,9931189,2847,16/10/2025 09:58,Warehouse,24,24,24,0
Ahoghill,8788507,2847,16/10/2025 09:58,Warehouse,12,12,12,0
Ahoghill,4007522,2852,21/10/2025 10:10,Warehouse,12,12,12,0
Ahoghill,9927799,2847,16/10/2025 09:58,Warehouse,0,0,2,2
Ahoghill,8716177,2847,16/10/2025 09:58,Warehouse,0,0,6,6
Ahoghill,,2847,16/10/2025 09:58,Warehouse,0,0,6,6
Ahoghill,253104,2852,21/10/2025 10:10,Warehouse,0,0,6,6
Ahoghill,3885654,2847,16/10/2025 09:58,Warehouse,0,0,6,6
Ahoghill,8780843,2847,16/10/2025 09:58,Warehouse,0,0,10,10
Ahoghill,,2847,16/10/2025 09:58,Warehouse,0,0,5,5
Ahoghill,3388519,2852,21/10/2025 10:10,Warehouse,1,1,1,0
Ahoghill,9943838,2847,16/10/2025 09:58,Warehouse,0,0,8,8
Ahoghill,8797979,2847,16/10/2025 09:58,Warehouse,0,0,12,12
Ahoghill,178178,2852,21/10/2025 10:10,Warehouse,0,0,4,4
Ahoghill,3691185,2852,21/10/2025 10:10,Warehouse,1,1,1,0
Ahoghill,9948027,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,8825218,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,280164,2852,21/10/2025 10:10,Warehouse,5,5,5,0
Ahoghill,9650300,2852,21/10/2025 10:10,Warehouse,4,4,4,0
Ahoghill,9948530,2847,16/10/2025 09:58,Warehouse,1,1,1,0
Ahoghill,4287561,2847,16/10/2025 09:58,Warehouse,3,3,3,0
Ahoghill,288241,2852,21/10/2025 10:10,Warehouse,1,1,1,0
Ahoghill,9681610,2852,21/10/2025 10:10,Warehouse,5,5,10,5
Ahoghill,8777955,2847,16/10/2025 09:58,Warehouse,0,0,3,3
Ahoghill,8844912,2847,16/10/2025 09:58,Warehouse,0,0,1,1
Ahoghill,3174166,2852,21/10/2025 10:10,Warehouse,0,0,2,2
Ahoghill,3742178,2852,21/10/2025 10:10,Warehouse,6,6,6,0
Ahoghill,4227518,2847,16/10/2025 09:58,Warehouse,0,0,3,3
Ahoghill,8849382,2847,16/10/2025 09:58,Warehouse,0,0,6,6
Ahoghill,1056910,2852,21/10/2025 10:10,Warehouse,0,0,6,6
Ahoghill,9829664,2852,21/10/2025 10:10,Warehouse,0,0,3,3
Ahoghill,4256491,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,4343836,2847,16/10/2025 09:58,Warehouse,0,0,2,2
Ahoghill,3567302,2852,21/10/2025 10:10,Warehouse,0,0,3,3
Ahoghill,3287273,2852,21/10/2025 10:10,Warehouse,0,0,6,6
Ahoghill,8825234,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,9507823,2852,21/10/2025 10:10,Warehouse,0,0,8,8
Ahoghill,253088,2852,21/10/2025 10:10,Warehouse,6,6,6,0
Ahoghill,9927799,2852,21/10/2025 10:10,Warehouse,0,0,2,2
Ahoghill,8835951,2847,16/10/2025 09:58,Warehouse,0,0,3,3
Ahoghill,2964765,2852,21/10/2025 10:10,Warehouse,0,0,1,1
Ahoghill,4266102,2852,21/10/2025 10:10,Warehouse,3,3,3,0
Ahoghill,3885654,2852,21/10/2025 10:10,Warehouse,0,0,6,6
Ahoghill,8849408,2847,16/10/2025 09:58,Warehouse,0,0,6,6
Ahoghill,9407990,2852,21/10/2025 10:10,Warehouse,0,0,6,6
Ahoghill,150953,2852,21/10/2025 10:10,Warehouse,0,0,6,6
Ahoghill,1029826,2852,21/10/2025 10:10,Warehouse,6,6,6,0
Ahoghill,8849432,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,2992048,2852,21/10/2025 10:10,Warehouse,3,3,3,0
Ahoghill,2320489,2852,21/10/2025 10:10,Warehouse,0,0,2,2
Ahoghill,8716177,2852,21/10/2025 10:10,Warehouse,0,0,6,6
Ahoghill,2974608,2847,16/10/2025 09:58,Warehouse,0,0,6,6
Ahoghill,2852283,2852,21/10/2025 10:10,Warehouse,0,0,6,6
Ahoghill,3066214,2852,21/10/2025 10:10,Warehouse,3,3,6,3
Ahoghill,8780843,2852,21/10/2025 10:10,Warehouse,0,0,10,10
Ahoghill,9564816,2847,16/10/2025 09:58,Warehouse,6,6,6,0
Ahoghill,2847697,2852,21/10/2025 10:10,Warehouse,0,0,6,6
Ahoghill,9698879,2852,21/10/2025 10:10,Warehouse,9,9,9,0
Ahoghill,6782320,2852,21/10/2025 10:10,Warehouse,0,0,2,2
Ahoghill,3181617,2852,21/10/2025 10:10,Warehouse,2,2,2,0
Ahoghill,2218469,2852,21/10/2025 10:10,Warehouse,0,0,3,3
Ahoghill,4132098,2852,21/10/2025 10:10,Warehouse,6,6,6,0
Ahoghill,8811218,2852,21/10/2025 10:10,Warehouse,1,1,1,0
Ahoghill,9523176,2852,21/10/2025 10:10,Warehouse,1,1,1,0
Ahoghill,2132074,2852,21/10/2025 10:10,Warehouse,0,0,6,6
Ahoghill,9931189,2852,21/10/2025 10:10,Warehouse,8,8,8,0
Ahoghill,8818536,2852,21/10/2025 10:10,Warehouse,0,0,4,4
Ahoghill,349472,2852,21/10/2025 10:10,Warehouse,3,3,3,0
Ahoghill,4150488,2852,21/10/2025 10:10,Warehouse,0,0,6,6
Ahoghill,9998964,2852,21/10/2025 10:10,Warehouse,0,0,10,10
Ahoghill,8844821,2852,21/10/2025 10:10,Warehouse,0,0,1,1
Ahoghill,3280096,2852,21/10/2025 10:10,Warehouse,6,6,6,0
Ahoghill,299305,2852,21/10/2025 10:10,Warehouse,0,0,6,6
Ahoghill,4136156,2852,21/10/2025 10:10,Warehouse,6,6,6,0
Ahoghill,8844912,2852,21/10/2025 10:10,Warehouse,0,0,1,1
Ahoghill,9509787,2852,21/10/2025 10:10,Warehouse,0,0,2,2
Ahoghill,3377348,2852,21/10/2025 10:10,Warehouse,4,4,4,0
Ahoghill,8716169,2852,21/10/2025 10:10,Warehouse,0,0,6,6
Ahoghill,3876570,2852,21/10/2025 10:10,Warehouse,1,1,1,0
Ahoghill,948083,2852,21/10/2025 10:10,Warehouse,0,0,3,3
Ahoghill,9850462,2852,21/10/2025 10:10,Warehouse,6,6,6,0
Ahoghill,4219150,2852,21/10/2025 10:10,Warehouse,0,0,12,12
Ahoghill,9854597,2852,21/10/2025 10:10,Warehouse,12,12,12,0
Ahoghill,205658,2852,21/10/2025 10:10,Warehouse,0,0,3,3
Ahoghill,9916081,2852,21/10/2025 10:10,Warehouse,0,0,12,12
Ahoghill,8786535,2852,21/10/2025 10:10,Warehouse,6,6,6,0
Ahoghill,2803930,2852,21/10/2025 10:10,Warehouse,1,1,1,0
Ahoghill,326488,2852,21/10/2025 10:10,Warehouse,3,3,3,0
Ahoghill,8706152,2852,21/10/2025 10:10,Warehouse,10,10,10,0
Ahoghill,8786691,2852,21/10/2025 10:10,Warehouse,6,6,6,0
Ahoghill,8726796,2852,21/10/2025 10:10,Warehouse,3,3,3,0
Ahoghill,2971018,2852,21/10/2025 10:10,Warehouse,0,0,3,3
Ahoghill,8797979,2852,21/10/2025 10:10,Warehouse,0,0,12,12
Ahoghill,4227518,2852,21/10/2025 10:10,Warehouse,0,0,3,3
Ahoghill,,2852,21/10/2025 10:10,Warehouse,0,0,6,6
Ahoghill,2462422,2852,21/10/2025 10:10,Warehouse,0,0,2,2
Ahoghill,8842692,2852,21/10/2025 10:10,Warehouse,0,0,6,6
Ahoghill,8849408,2852,21/10/2025 10:10,Warehouse,0,0,6,6
Ahoghill,8849382,2852,21/10/2025 10:10,Warehouse,0,0,6,6
Ahoghill,3884855,2852,21/10/2025 10:10,Warehouse,1,1,1,0
Ahoghill,4343836,2852,21/10/2025 10:10,Warehouse,2,2,2,0
Ahoghill,4266177,2852,21/10/2025 10:10,Warehouse,3,3,3,0
Ahoghill,9829672,2852,21/10/2025 10:10,Warehouse,0,0,3,3
Ahoghill,9876715,2852,21/10/2025 10:10,Warehouse,1,1,1,0
Ahoghill,9909334,2852,21/10/2025 10:10,Warehouse,0,0,4,4
Ahoghill,9943838,2852,21/10/2025 10:10,Warehouse,0,0,8,8
Ahoghill,8716151,2852,21/10/2025 10:10,Warehouse,0,0,6,6
Ahoghill,8777955,2852,21/10/2025 10:10,Warehouse,0,0,3,3
Ahoghill,8829806,2852,21/10/2025 10:10,Warehouse,6,6,6,0
Ahoghill,8835951,2852,21/10/2025 10:10,Warehouse,0,0,3,3
Ahoghill,9573155,2852,21/10/2025 10:10,Warehouse,0,0,6,6
Ahoghill,178590,2850,16/10/2025 09:59,Warehouse - CD Products,3,3,3,0
Ahoghill,3198637,2850,16/10/2025 09:59,Warehouse - CD Products,6,6,6,0
Ahoghill,6597611,2850,16/10/2025 09:59,Warehouse - CD Products,24,24,24,0
Ahoghill,1202019,2850,16/10/2025 09:59,Warehouse - CD Products,36,36,36,0
Ahoghill,4285193,2850,16/10/2025 09:59,Warehouse - CD Products,5,5,5,0
Ahoghill,4263406,2850,16/10/2025 09:59,Warehouse - CD Products,30,30,30,0
Ahoghill,336347,2850,16/10/2025 09:59,Warehouse - CD Products,18,18,18,0
Ahoghill,1128263,2850,16/10/2025 09:59,Warehouse - CD Products,10,10,10,0
Ahoghill,8754566,2848,16/10/2025 09:58,Xmas Warehouse,0,0,6,6
Ahoghill,8829541,2848,16/10/2025 09:58,Xmas Warehouse,0,0,1,1
Ahoghill,8821993,2848,16/10/2025 09:58,Xmas Warehouse,6,6,6,0
Ahoghill,8754574,2848,16/10/2025 09:58,Xmas Warehouse,0,0,2,2
Ahoghill,8822009,2848,16/10/2025 09:58,Xmas Warehouse,6,6,6,0
Ahoghill,8847790,2848,16/10/2025 09:58,Xmas Warehouse,6,6,6,0
Ahoghill,9411463,2848,16/10/2025 09:58,Xmas Warehouse,0,0,5,5
Ahoghill,9411463,2851,16/10/2025 11:02,Xmas Warehouse,0,0,5,5
Ahoghill,8829541,2851,16/10/2025 11:02,Xmas Warehouse,0,0,1,1
Ahoghill,9562596,2848,16/10/2025 09:58,Xmas Warehouse,1,1,1,0
Ahoghill,8754574,2851,16/10/2025 11:02,Xmas Warehouse,0,0,2,2
Ahoghill,8754574,2853,21/10/2025 10:10,Xmas Warehouse,0,0,2,2
Ahoghill,8754566,2853,21/10/2025 10:10,Xmas Warehouse,0,0,6,6
Ahoghill,8754566,2851,16/10/2025 11:02,Xmas Warehouse,0,0,6,6
Ahoghill,9411463,2853,21/10/2025 10:10,Xmas Warehouse,2,2,5,3
Ahoghill,8794596,2853,21/10/2025 10:10,Xmas Warehouse,4,4,4,0
Ahoghill,9604935,2853,21/10/2025 10:10,Xmas Warehouse,1,1,4,3
Ahoghill,9604935,2851,16/10/2025 11:02,Xmas Warehouse,0,0,4,4
Ahoghill,8829541,2853,21/10/2025 10:10,Xmas Warehouse,0,0,3,3
Ardmore,2509651,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,3476421,2752,14/10/2025 14:44,Warehouse,6,6,6,0
Ardmore,3061702,2752,14/10/2025 14:44,Warehouse,0,0,3,3
Ardmore,3194057,2752,14/10/2025 14:44,Warehouse,0,0,3,3
Ardmore,9540501,2752,14/10/2025 14:44,Warehouse,6,6,6,0
Ardmore,2648996,2752,14/10/2025 14:44,Warehouse,0,0,3,3
Ardmore,9463977,2752,14/10/2025 14:44,Warehouse,1,1,1,0
Ardmore,497586,2752,14/10/2025 14:44,Warehouse,0,0,1,1
Ardmore,2691,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,2509206,2752,14/10/2025 14:44,Warehouse,6,6,6,0
Ardmore,9520644,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,9538604,2752,14/10/2025 14:44,Warehouse,0,0,3,3
Ardmore,2847697,2752,14/10/2025 14:44,Warehouse,0,0,12,12
Ardmore,3164522,2752,14/10/2025 14:44,Warehouse,1,1,1,0
Ardmore,9546755,2752,14/10/2025 14:44,Warehouse,10,10,10,0
Ardmore,1091909,2752,14/10/2025 14:44,Warehouse,1,1,1,0
Ardmore,2813202,2752,14/10/2025 14:44,Warehouse,6,6,6,0
Ardmore,349472,2752,14/10/2025 14:44,Warehouse,1,1,1,0
Ardmore,2348613,2752,14/10/2025 14:44,Warehouse,16,16,16,0
Ardmore,9402132,2752,14/10/2025 14:44,Warehouse,0,0,3,3
Ardmore,2114262,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,822759,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,2911410,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,3745841,2752,14/10/2025 14:44,Warehouse,2,2,2,0
Ardmore,150961,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,3108131,2752,14/10/2025 14:44,Warehouse,0,0,6,6
Ardmore,348144,2752,14/10/2025 14:44,Warehouse,12,12,12,0
Ardmore,3155561,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,3234929,2752,14/10/2025 14:44,Warehouse,0,0,1,1
Ardmore,9402736,2752,14/10/2025 14:44,Warehouse,1,1,3,2
Ardmore,1020148,2752,14/10/2025 14:44,Warehouse,1,1,1,0
Ardmore,3470622,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,1225176,2752,14/10/2025 14:44,Warehouse,10,10,10,0
Ardmore,3083813,2752,14/10/2025 14:44,Warehouse,6,6,6,0
Ardmore,3267796,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,9402744,2752,14/10/2025 14:44,Warehouse,1,1,3,2
Ardmore,3287281,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,1099191,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,9640145,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,9406547,2752,14/10/2025 14:44,Warehouse,6,6,6,0
Ardmore,2710531,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,253948,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,9648585,2752,14/10/2025 14:44,Warehouse,0,0,1,1
Ardmore,239715,2752,14/10/2025 14:44,Warehouse,6,6,6,0
Ardmore,9650300,2752,14/10/2025 14:44,Warehouse,4,4,4,0
Ardmore,156992,2752,14/10/2025 14:44,Warehouse,0,0,3,3
Ardmore,1125467,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,598276,2752,14/10/2025 14:44,Warehouse,2,2,2,0
Ardmore,9667981,2752,14/10/2025 14:44,Warehouse,12,12,12,0
Ardmore,3273166,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,4198610,2752,14/10/2025 14:44,Warehouse,0,0,2,2
Ardmore,9618422,2752,14/10/2025 14:44,Warehouse,8,8,8,0
Ardmore,3882933,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,2509610,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,3876570,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,3711306,2752,14/10/2025 14:44,Warehouse,4,4,4,0
Ardmore,9773581,2752,14/10/2025 14:44,Warehouse,6,6,6,0
Ardmore,2710572,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,9836404,2752,14/10/2025 14:44,Warehouse,1,1,1,0
Ardmore,9681610,2752,14/10/2025 14:44,Warehouse,5,5,10,5
Ardmore,9787136,2752,14/10/2025 14:44,Warehouse,0,0,12,12
Ardmore,9648700,2752,14/10/2025 14:44,Warehouse,1,1,1,0
Ardmore,4037248,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,9744061,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,9829664,2752,14/10/2025 14:44,Warehouse,0,0,3,3
Ardmore,9738063,2752,14/10/2025 14:44,Warehouse,0,0,12,12
Ardmore,9854597,2752,14/10/2025 14:44,Warehouse,8,8,8,0
Ardmore,9829672,2752,14/10/2025 14:44,Warehouse,0,0,3,3
Ardmore,9848573,2752,14/10/2025 14:44,Warehouse,12,12,12,0
Ardmore,9738071,2752,14/10/2025 14:44,Warehouse,0,0,12,12
Ardmore,3355179,2752,14/10/2025 14:44,Warehouse,0,0,1,1
Ardmore,9840273,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,9873811,2752,14/10/2025 14:44,Warehouse,0,0,2,2
Ardmore,907782,2752,14/10/2025 14:44,Warehouse,0,0,1,1
Ardmore,9899782,2752,14/10/2025 14:44,Warehouse,0,0,6,6
Ardmore,1147453,2752,14/10/2025 14:44,Warehouse,8,8,8,0
Ardmore,9911058,2752,14/10/2025 14:44,Warehouse,0,0,12,12
Ardmore,9764481,2752,14/10/2025 14:44,Warehouse,0,0,24,24
Ardmore,9916636,2752,14/10/2025 14:44,Warehouse,0,0,6,6
Ardmore,9870486,2752,14/10/2025 14:44,Warehouse,10,10,10,0
Ardmore,3456688,2752,14/10/2025 14:44,Warehouse,2,2,2,0
Ardmore,3288172,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,9923335,2752,14/10/2025 14:44,Warehouse,0,0,3,3
Ardmore,9948027,2752,14/10/2025 14:44,Warehouse,6,6,6,0
Ardmore,8712564,2752,14/10/2025 14:44,Warehouse,0,0,8,8
Ardmore,9787045,2752,14/10/2025 14:44,Warehouse,12,12,12,0
Ardmore,9946781,2752,14/10/2025 14:44,Warehouse,0,0,10,10
Ardmore,9965625,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,8738502,2752,14/10/2025 14:44,Warehouse,1,1,1,0
Ardmore,9789017,2752,14/10/2025 14:44,Warehouse,6,6,6,0
Ardmore,8827529,2752,14/10/2025 14:44,Warehouse,4,4,4,0
Ardmore,3830718,2752,14/10/2025 14:44,Warehouse,0,0,1,1
Ardmore,8780843,2752,14/10/2025 14:44,Warehouse,0,0,10,10
Ardmore,3742616,2752,14/10/2025 14:44,Warehouse,1,1,1,0
Ardmore,,2752,14/10/2025 14:44,Warehouse,0,0,6,6
Ardmore,9981853,2752,14/10/2025 14:44,Warehouse,0,0,6,6
Ardmore,8795684,2752,14/10/2025 14:44,Warehouse,4,4,4,0
Ardmore,1073758,2752,14/10/2025 14:44,Warehouse,2,2,2,0
Ardmore,8849358,2752,14/10/2025 14:44,Warehouse,0,0,3,3
Ardmore,4157186,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,8802274,2752,14/10/2025 14:44,Warehouse,0,0,5,5
Ardmore,9868894,2752,14/10/2025 14:44,Warehouse,0,0,6,6
Ardmore,3194057,2753,16/10/2025 12:18,Warehouse,0,0,3,3
Ardmore,3064383,2752,14/10/2025 14:44,Warehouse,0,0,1,1
Ardmore,6782320,2752,14/10/2025 14:44,Warehouse,0,0,10,10
Ardmore,9880303,2752,14/10/2025 14:44,Warehouse,3,3,3,0
Ardmore,497586,2753,16/10/2025 12:18,Warehouse,0,0,1,1
Ardmore,8712572,2752,14/10/2025 14:44,Warehouse,0,0,4,4
Ardmore,1264787,2752,14/10/2025 14:44,Warehouse,0,0,2,2
